,z,height H1,height H2
1482,1482,2.3514653269999997,2.6192315541999998
1483,1483,2.3381264655000003,2.6215384728
1484,1484,2.3289097288000002,2.6223264166
1485,1485,2.323684923,2.6219229806
1486,1486,2.321680206,2.6212728468
1487,1487,2.3214719227,2.6219384634
1488,1488,2.3214936299,2.6255864157
1489,1489,2.3212613678,2.6327759155
1490,1490,2.3219294752,2.6424036796
1491,1491,2.3252798534,2.6527026166
1492,1492,2.3326786521,2.6622690171
1493,1493,2.3447976515,2.6703441334
1494,1494,2.3616563788000002,2.6767758226
1495,1495,2.3826419383,2.6820034716
1496,1496,2.4064440853,2.6871228628
1497,1497,2.4311427377,2.6938036888
1498,1498,2.4549523993,2.7035579834
1499,1499,2.4775111549,2.7164775355
1500,1500,2.5000275545,2.7310962618000003
1501,1501,2.5240438036999997,2.7456247778
1502,1502,2.5505617416,2.7588133302999998
1503,1503,2.5799113746,2.7700732927000002
1504,1504,2.6476411675000002,2.7793772408
1505,1505,2.6670711019,2.7872080087
1506,1506,2.6873117664999997,2.7945514862999996
1507,1507,2.7068906000000004,2.8026980013999996
1508,1508,2.7247498205,2.8125359643000003
1509,1509,2.7410400724,2.8237822021
1510,1510,2.7567939139,2.8353115468000003
1511,1511,2.7729736973,2.8460925872
1512,1512,2.6662545401999997,2.855572401
1513,1513,2.6716709719,2.8636041566
1514,1514,2.6787518562000003,2.7221153326
1515,1515,2.6872981813,2.7171708817000004
1516,1516,2.697029798,2.7128311943999996
1517,1517,2.7078055627,2.7094328147000004
1518,1518,2.7198348844,2.7069262795
1519,1519,2.733472397,2.7050998941
1520,1520,2.7487324086999996,2.7040639687
1521,1521,2.7652498437999995,2.7042877146999995
1522,1522,2.7825447599999995,2.7063131995999994
1523,1523,2.8002194181999993,2.7105392408999993
1524,1524,2.8180709009999996,2.7170902493
1525,1525,2.8362288731000005,2.7256752507
1526,1526,2.8553573179,2.7353965703000003
1527,1527,2.8767420701,2.7446965246999997
1528,1528,2.9016922245000005,2.7519911714000003
1529,1529,2.9302188939999994,2.7570237054
1530,1530,2.9606616084999997,2.8847490153999997
1531,1531,2.9907978038000005,2.8774310322000005
1532,1532,3.0188258625,2.8725122836
1533,1533,3.0436678608999994,2.8710138232
1534,1534,3.0650169321,2.8731331823
1535,1535,3.0834539101,2.8781252204999994
1536,1536,3.1006831786,2.8840848915000006
1537,1537,3.1195087995,2.8880064370000005
1538,1538,3.1426471809,2.8870152879999997
1539,1539,3.1704230923,2.8806988399
1540,1540,3.2001622480000003,2.8717013292999995
1541,1541,3.1341642371000002,2.8636871041000003
1542,1542,3.1514892201999998,2.8595281942
1543,1543,3.1647419040999996,2.8607790968
1544,1544,3.1737753175,2.8676733002000003
1545,1545,3.1797608640000004,2.8790579803000003
1546,1546,3.2871037553,2.8921736144000003
1547,1547,3.2906641695000003,2.9027715273999997
1548,1548,3.2994884331999996,2.9067310968000006
1549,1549,3.314437635,2.9031674726
1550,1550,3.3322907626,2.8953465178
1551,1551,3.3484169822000003,2.8879929114000005
1552,1552,3.3592205872000003,2.8848188305999996
1553,1553,3.3628153293000005,2.8878257579
1554,1554,3.3589736148,2.8973462777
1555,1555,3.3491487685,2.9120195846
1556,1556,3.3367114063,2.9285642903999998
1557,1557,3.3268182148000003,2.9419204653
1558,1558,3.3245293276999996,2.9471474131999997
1559,1559,3.3311218829000007,2.9431169332000002
1560,1560,3.3429654422999997,2.9336328258
1561,1561,3.3547308147000003,2.9242059846000004
1562,1562,3.3622912289,2.9191286597
1563,1563,3.363472656,2.9207020607
1564,1564,3.3579474718,2.9293370083
1565,1565,3.3472297683999996,2.9435633294000003
1566,1566,3.334921931,2.9597967227
1567,1567,3.3265494173,2.9725269331
1568,1568,3.327397814,2.9764991812999995
1569,1569,3.3384247651,2.9708121625000006
1570,1570,3.3552740459,2.9598999991
1571,1571,3.3720013756999996,2.9497999969
1572,1572,3.3841596552000004,2.9450499157999994
1573,1573,3.3894936593000002,2.9479769121999997
1574,1574,3.3877763336999998,2.9588471352000005
1575,1575,3.3807954399,2.9758744929
1576,1576,3.3725810772999996,2.8971680323999998
1577,1577,3.3690370725,2.9121354607999996
1578,1578,3.3752791492,2.9177655911999993
1579,1579,3.3913971537000007,2.9137881707
1580,1580,3.4122701071,2.9051450791
1581,1581,3.4317482969999995,2.8978199607999997
1582,1582,3.4454921525,2.8960001789000005
1583,1583,3.4514384677,2.9016048477000007
1584,1584,3.4495853434000003,2.9144958314999996
1585,1585,3.441989811,2.9324787282000004
1586,1586,3.4329689760999997,2.9511106444
1587,1587,3.4285542060000003,2.9642612163999997
1588,1588,3.4335611665000005,2.9670588408
1589,1589,3.4475481589999997,2.959936938
1590,1590,3.4652181766999997,2.9482283865000003
1591,1591,3.4806157439,2.9379551283
1592,1592,3.4896836890999996,2.9332528686000003
1593,1593,3.490617438,2.9359960736
1594,1594,3.4836788265000003,2.9459781764999997
1595,1595,3.4712556871,2.9608530519
1596,1596,3.4580746134,2.9759331805999993
1597,1597,3.4504640421,2.9849376922
1598,1598,3.4530157387000004,2.9833356959
1599,1599,3.4645999069,2.9723297642000004
1600,1600,3.4794941900999996,2.9577269388999996
1601,1601,3.4917912799,2.9455358288999998
1602,1602,3.4976930723999997,2.9396706485
1603,1603,3.4957091045000004,2.9417480889
1604,1604,3.4864496898999997,2.9512847351
1605,1605,3.4726934532000007,2.9656192087000006
1606,1606,3.4595012437999997,2.9797853915000005
1607,1607,3.4531393116,2.9875810453000007
1608,1608,3.4574249753999995,2.9852132169
1609,1609,3.4703368659000002,2.9746878395999996
1610,1610,3.4859719313,3.0797939731
1611,1611,3.4987204969,3.0600496096
1612,1612,3.505077465,3.0463167745999997
1613,1613,3.5036686000999997,3.0399697095000002
1614,1614,3.4950366683999996,3.0404446419999998
1615,1615,3.4817221327,3.0451636229000005
1616,1616,3.4683835062000004,3.0494246775000002
1617,1617,3.4608071647999994,3.0474057272999997
1618,1618,3.4625223551,3.0355574250000004
1619,1619,3.4716147011999996,3.0157907809999998
1620,1620,3.4824805906,2.9937193315999995
1621,1621,3.4897587872999996,2.974719963
1622,1622,3.4825848839,2.9621621463000003
1623,1623,3.4685304257,2.9573589843000008
1624,1624,3.4482070067999997,2.9597761429
1625,1625,3.4241393816000003,2.9669756769
1626,1626,3.4008210532999996,2.9745176146
1627,1627,3.3837682846000003,2.9769145249999998
1628,1628,3.3763099955,2.9708376545
1629,1629,3.3766399408,2.9580613984000004
1630,1630,3.3796026265000005,2.9436716835000007
1631,1631,3.3803880071999997,2.9323734235999996
1632,1632,3.3760750332000002,2.926945162
1633,1633,3.3656028144,2.9282736277999994
1634,1634,3.3495447275999997,2.9355871614
1635,1635,3.3301273954,2.9464474124000004
1636,1636,3.3112330361,2.9567559136000003
1637,1637,3.2973710339999998,2.9617914686
1638,1638,3.2907888783,2.9591052556
1639,1639,3.3249815488999994,2.9506087287
1640,1640,3.3165503941,2.9405638696
1641,1641,3.3065797931,2.9326100643000004
1642,1642,3.29307689,2.9287562688
1643,1643,3.2755279797,2.9295191993999996
1644,1644,3.2546830261000004,2.9341391537000003
1645,1645,3.2325347554,2.9406043826
1646,1646,3.0499035084,2.7989176461000005
1647,1647,3.0251477058999994,2.7939912308999997
1648,1648,3.005846674,2.7843111182999998
1649,1649,2.9900892806,2.7717269965000004
1650,1650,2.9748849737,2.7591826372999995
1651,1651,2.9580478156999996,2.7488500014
1652,1652,2.9385831946,2.7417488039999998
1653,1653,2.9164573024999996,2.7379723069999997
1654,1654,3.0632175244999997,2.7368795608000003
1655,1655,3.0382959326,2.7371942875999995
1656,1656,3.0136798380000003,2.7372579081999997
1657,1657,2.9906631041000002,2.7358055594999997
1658,1658,2.9692285876,2.7328838196
1659,1659,2.9483621164000002,2.7295395523000003
1660,1660,2.9271848584,2.726687177
1661,1661,2.9053893717,2.7246743878999995
1662,1662,2.8830873757999997,2.7234356059
1663,1663,2.8605844476,2.7227152594
1664,1664,2.8382024192,2.7222413801
1665,1665,2.8160884813,2.7219106534
1666,1666,2.7939981562000002,2.7220020058000003
1667,1667,2.7713323878000002,2.7231429461000003
1668,1668,2.7478250957,2.7256323912000004
1669,1669,2.7241503591,2.7288404391
1670,1670,2.701527924,2.7315989704
1671,1671,2.6810690658,2.8205900541
1672,1672,2.6634666673,2.8149286172999997
1673,1673,2.6488787615,2.8076476499
1674,1674,2.6367793914,2.7992901814
1675,1675,2.6257474406,2.7912408077
1676,1676,2.6135409009999995,2.7856585579999997
1677,1677,2.5982311452999998,2.7843634270999997
1678,1678,2.5799964061,2.7870655598000003
1679,1679,2.5610650633,2.7914323734999997
1680,1680,2.5439861080000004,2.7948151149000005
1681,1681,2.530532473,2.7953498439
1682,1682,2.5214838389,2.7921886841
1683,1683,2.5166172235,2.7855213235000003
1684,1684,2.5145627629000002,2.7767293488
1685,1685,2.5126329747,2.7685562591999995
1686,1686,2.5073793127000004,2.7645504778000003
1687,1687,2.4967866545,2.7668717570999997
1688,1688,2.4823314695,2.7742314101
1689,1689,2.467723928,2.7831261912
1690,1690,2.4564060259,2.7903115217
1691,1691,2.4504976944,2.7938410894
1692,1692,2.4507417265,2.7931183811999998
1693,1693,2.4565447645000003,2.7888523545000004
1694,1694,2.4658207122999998,2.7832102225999997
1695,1695,2.474947717,2.7798585917999996
1696,1696,2.4798962154999997,2.7828417757999997
1697,1697,2.479117586,2.7937119822000005
1698,1698,2.4750983803000004,2.8099838946
1699,1699,2.4720790041,2.8274015398000003
1700,1700,2.4734718038,2.8425018871
1701,1701,2.4810949152,2.85337277
1702,1702,2.4952583845999996,2.8595650213
1703,1703,2.5148179626,2.8620398290000004
1704,1704,2.5370321927,2.8633160597
1705,1705,2.5577126481,2.8673307866999997
1706,1706,2.5728475243,2.8778354259
1707,1707,2.5816484449,2.8953737422
1708,1708,2.5871821026,2.9166594186
1709,1709,2.5935353112,2.8407745824
1710,1710,2.6036185807,2.8474916952999996
1711,1711,2.6187550318,2.8491850387
1712,1712,2.6388583575999998,2.8458632882
1713,1713,2.6624883417,2.8388939497
1714,1714,2.6867691386,2.8310887474
1715,1715,2.7077842537,2.8263126105999996
1716,1716,2.7224833415999994,2.8275824978
1717,1717,2.7312044796000006,2.8345494881000004
1718,1718,2.7372099051999994,2.8439582311000002
1719,1719,2.743970556,2.8523535978000005
1720,1720,2.7537023535999996,2.8575396465999994
1721,1721,2.7672679658999995,2.8586754485999997
1722,1722,2.7843669774000004,2.8560834559999995
1723,1723,2.8035741310999995,2.8512106738
1724,1724,2.8223360683999994,2.8466314701
1725,1725,2.8375414363000004,2.845476862
1726,1726,2.8473260611999995,2.8496276422
1727,1727,2.8526702809,2.8581134938
1728,1728,2.856299731,2.8682087769
1729,1729,2.8606448674999996,2.8774726906000003
1730,1730,2.8670884008,2.8845035397000003
1731,1731,2.876052617,2.888853821
1732,1732,2.8871702594000004,2.8908631778
1733,1733,2.8993358450999995,2.8916119351
1734,1734,2.9108058262,2.8928235185
1735,1735,2.9198128176000004,2.8962509272
1736,1736,2.9258189383,2.9024143673
1737,1737,2.9299848178000003,2.910122007
1738,1738,2.9340118465000007,2.9176278169000005
1739,1739,2.939102508,2.9236781933
1740,1740,3.0677692616000005,2.92767947
1741,1741,3.0739707743,2.9295363579999996
1742,1742,3.0801981829,2.9295116712999993
1743,1743,3.0858852824000005,2.9281312076
1744,1744,3.0904156868,2.9260121261
1745,1745,3.0934749317000003,2.9235018776999997
1746,1746,3.0953014659,2.9204150842
1747,1747,3.0963436262999995,2.9163705982
1748,1748,3.0968025779,2.9112530832999997
1749,1749,3.0966209391,2.9052283509000003
1750,1750,3.0956570423,2.8985659498
1751,1751,3.0938247820000004,2.8914934153000003
1752,1752,3.0912143471999998,2.8840687322999994
1753,1753,3.0882656962999997,2.876011963
1754,1754,3.0859222073000003,2.8665449478000005
1755,1755,3.0854060056000003,2.8546046466000004
1756,1756,3.0872655622,2.8397815125
1757,1757,3.0907183643,2.8229734551999996
1758,1758,3.0942842677,2.8057616333000004
1759,1759,3.0966462686000003,2.7895568795
1760,1760,3.0970051277999997,2.7752450057000004
1761,1761,3.0951786609999994,2.7630856883000003
1762,1762,3.0917503329000002,2.7525635782999998
1763,1763,3.0883347813999995,2.7421239247000004
1764,1764,3.0876085763999996,2.7291409095000003
1765,1765,3.092153248,2.7110650646999996
1766,1766,3.1021470732000003,2.6877205776999995
1767,1767,3.1149071837,2.6617683470999998
1768,1768,3.1269527367,2.6366606779
1769,1769,3.1356422251,2.6150139905000005
1770,1770,3.1396005394999995,2.6963914302999994
1771,1771,3.1387556375999996,2.6758209481
1772,1772,3.1345241945000004,2.6584286422
1773,1773,3.0064968793,2.6411145555000006
1774,1774,2.9902793026000003,2.6192995153
1775,1775,2.9825220894999998,2.5894015680999996
1776,1776,2.9826822165,2.5523160639999998
1777,1777,2.9861750799999998,2.5129745274
1778,1778,2.9879173330999995,2.4767962925999996
1779,1779,2.9844365507,2.4475654862999994
1780,1780,2.9742256848,2.4270619157
1781,1781,2.9577023943,2.4150916196
1782,1782,2.9374356400999995,2.4092522139999994
1783,1783,2.918476339,2.4046007256000004
1784,1784,2.9075051515999997,2.3945160210999994
1785,1785,2.9089986033,2.3745533436
1786,1786,2.9210369602999995,2.3466588569999995
1787,1787,2.9369656138,2.3175185640000002
1788,1788,2.9501551071,2.2937897585000004
1789,1789,2.9563275093,2.279757221
1790,1790,2.9537737781000004,2.2771071579999997
1791,1791,2.9432314657000003,2.2850283432999996
1792,1792,2.9281438371,2.2999428173000003
1793,1793,2.9149356802,2.3152280250000006
1794,1794,2.9115356957000005,2.3227060898000005
1795,1795,2.9222862122000004,2.3177558516000003
1796,1796,2.8020476884,2.3036262248
1797,1797,2.8135002037000003,2.2882236352
1798,1798,2.8207213158,2.2785698650999997
1799,1799,2.8196210769,2.2786879769999997
1800,1800,2.8090347309999997,2.2896507923
1801,1801,2.7905234937999994,2.3097853628
1802,1802,2.7685955743,2.1352820257999996
1803,1803,2.7506735156000004,2.1531066617
1804,1804,2.7447012091000005,2.1621183329999996
1805,1805,2.753464527,2.3633647503999997
1806,1806,2.7719554816999996,2.3510654431
1807,1807,2.7921132557,2.3378588188
1808,1808,2.8076608261,2.3300076695999996
1809,1809,2.8153275670999998,2.3307502764
1810,1810,2.8145348084999995,2.3406092466
1811,1811,2.8071907046000004,2.3575957945
1812,1812,2.7978362444,2.3770690104
1813,1813,2.7932322295,2.3921608589999996
1814,1814,2.7994412479,2.3967134151
1815,1815,2.8169154462999995,2.3902115976999996
1816,1816,2.8400725922000003,2.3782096328
1817,1817,2.862167735,2.3674424231
1818,1818,2.8785906319,2.3625111327
1819,1819,2.8872727103000004,2.3654691423
1820,1820,2.8461168382000004,2.3762426339000005
1821,1821,2.8200803439,2.3928401849
1822,1822,2.7932187743,2.4114015251
1823,1823,2.7707365891999998,2.426967203
1824,1824,2.7562673293,2.4361275443000006
1825,1825,2.7490416036999994,2.4398497393999996
1826,1826,2.7451439372,2.4422116928
1827,1827,2.7408979458999996,2.4470096397
1828,1828,2.7342687556999996,2.456356531
1829,1829,2.7246967353999993,2.4708514820999996
1830,1830,2.7126988748,2.4899763936
1831,1831,2.6996379709999996,2.5123183977999997
1832,1832,2.6875014960000003,2.535781226
1833,1833,2.678256966,2.5582262531
1834,1834,2.6726563409,2.5786753705999996
1835,1835,2.6697840192000006,2.5977792579
1836,1836,2.6682536899000002,2.6166396822999998
1837,1837,2.6672565678,2.6357774580999997
1838,1838,2.6665897149999997,2.6551138691
1839,1839,2.8068551234,2.6742748093
1840,1840,2.7959779448999997,2.6928329374000004
1841,1841,2.7852677910000003,2.7105017376000005
1842,1842,2.7746216879,2.7273562600999997
1843,1843,2.7634104513000004,2.7439935179
1844,1844,2.7508201505,2.7611937954999997
1845,1845,2.7368108729,2.7789630112
1846,1846,2.7224399228,2.7962090478999997
1847,1847,2.7091213419000004,2.811483029
1848,1848,2.6979545432,2.8236549116000003
1849,1849,2.689505169,2.8321394534
1850,1850,2.6837495353000005,2.8594054759
1851,1851,2.6799608269,2.8541882363
1852,1852,2.6765511027999995,2.8485986851
1853,1853,2.7374540210000005,2.8449443920999995
1854,1854,2.7241847596,2.8449274220999996
1855,1855,2.7068454086000004,2.8480649132
1856,1856,2.6877970732000005,2.8520881194999994
1857,1857,2.6694815118000004,2.8546249722
1858,1858,2.6535290778000005,2.8540992035
1859,1859,2.6406575738,2.8498407049
1860,1860,2.6307250757,2.8420431263
1861,1861,2.6226638095999997,2.8318397693
1862,1862,2.6143960533,2.8213920735999998
1863,1863,2.6033028454,2.8134188049
1864,1864,2.5878947171,2.8095205497
1865,1865,2.5693253858,2.8086645018
1866,1866,2.5504087496,2.8081702278
1867,1867,2.5337245199,2.8056053503000005
1868,1868,2.5208547411999995,2.7995433389999995
1869,1869,2.5123966499000003,2.7895383764000004
1870,1870,2.5080654964,2.7760111854
1871,1871,2.5066762042,2.7602631008999996
1872,1872,2.5061610892000004,2.7444614097000004
1873,1873,2.5041632888,2.7310536721
1874,1874,2.4995743004000004,2.7212399636000004
1875,1875,2.4935160055,2.7139967565
1876,1876,2.4881804059000006,2.7072318907
1877,1877,2.4853304044999995,2.6992721027
1878,1878,2.4858627849,2.6892908716
1879,1879,2.4899265703999998,2.6771853411000004
1880,1880,2.5327384551999996,2.6634282405
1881,1881,2.5370640655,2.6490007632
1882,1882,2.5418771846000006,2.6352601769
1883,1883,2.5460196953,2.6234420462
1884,1884,2.5492584564,2.6138544825000003
1885,1885,2.5523739703999997,2.6057955821
1886,1886,2.5562776403000003,2.5984276906000003
1887,1887,2.5614447844,2.5913325231
1888,1888,2.5679443411999996,2.5844772497
1889,1889,2.5756220956,2.5780325724999997
1890,1890,2.5842562358,2.5722181307999996
1891,1891,2.593715152,2.5671428083000003
1892,1892,2.6041661128000007,2.5625928651
1893,1893,2.6262386391999994,2.5579227304999996
1894,1894,2.6362221268,2.5525163414
1895,1895,2.6478152977999994,2.5465910915
1896,1896,2.6600146352000005,2.5411522593000004
1897,1897,2.6716911962000003,2.5373189132
1898,1898,2.6820201812000004,2.5358882049
1899,1899,2.6906404057,2.5371731278999996
1900,1900,2.6977977551,2.5408577160999997
1901,1901,2.7045948914,2.5457489554000006
1902,1902,2.7131583979,2.5496189571
1903,1903,2.7259515455999996,2.5499120604000005
1904,1904,2.7437657328,2.5457729068000003
1905,1905,2.764667097,2.5391014110000003
1906,1906,2.7855515621,2.5329805690000002
1907,1907,2.8038634188,2.5299405491
1908,1908,2.8181624054000003,2.5313828348
1909,1909,2.8281775266,2.5375233907
1910,1910,2.834933471,2.5472660566
1911,1911,2.8410322930000005,2.5579237695999995
1912,1912,2.8505048703,2.5653756348999996
1913,1913,2.8669114744,2.5659809273
1914,1914,2.890163478,2.5597710661999997
1915,1915,2.9163947491999997,2.5505780444000004
1916,1916,2.9410321422999997,2.5429533048
1917,1917,2.9608460303,2.5401061200000004
1918,1918,2.9743216103,2.5435265481000005
1919,1919,2.9815783930999995,2.5530625495
1920,1920,2.9844893239,2.5667973648999998
1921,1921,2.9869199521,2.5808099003000002
1922,1922,2.9941221319,2.5897881336
1923,1923,3.0098202686,2.5899565729000003
1924,1924,3.0327835828999996,2.5825161904
1925,1925,3.0579104988,2.5725630479
1926,1926,3.0800074597000004,2.5653005417999997
1927,1927,3.0956993643999997,2.5641152621999996
1928,1928,3.1035998257,2.5703998529000005
1929,1929,3.1041807317,2.5836838334
1930,1930,3.0999291514999996,2.6014794203000005
1931,1931,3.0680058186,2.6190556948999997
1932,1932,3.0693868500000003,2.6303503200000002
1933,1933,3.0809666233,2.6315220569999997
1934,1934,3.1278792601,2.6244812394999997
1935,1935,3.1492356078000006,2.6150343786
1936,1936,3.1671251968000007,2.6086886507000004
1937,1937,3.1781347129000004,2.6088208741
1938,1938,3.1810214970999997,2.6166249602
1939,1939,3.1765481887999996,2.6312786216
1940,1940,3.1501323469,2.649777712
1941,1941,3.144268159,2.6667629013000003
1942,1942,3.1456851311999996,2.6757623859999997
1943,1943,3.1577862366000002,2.6732515261
1944,1944,3.177736982,2.6619552764000005
1945,1945,3.1990631254999995,2.6482520552999995
1946,1946,3.2159776816999996,2.6378530913
1947,1947,3.2250381146000002,2.6341501552999995
1948,1948,3.2251299916000002,2.6382373509
1949,1949,3.2173339122,2.6490492728
1950,1950,3.2051506059,2.6631398036
1951,1951,3.1946176715999997,2.6745664587
1952,1952,3.1926498580000002,2.6765459644
1953,1953,3.2023959899000003,2.66608704
1954,1954,3.2202229368000004,2.6469949668
1955,1955,3.2390873510000002,2.6264925653000004
1956,1956,3.2530008555000003,2.6107489489
1957,1957,3.2585491314,2.6033542876999998
1958,1958,3.2548315007000004,2.6053752616000003
1959,1959,3.2433875025999996,2.6154246126000005
1960,1960,3.2285111375999995,2.6293431271
1961,1961,3.1764742779000006,2.6401691436000005
1962,1962,3.1697974962999993,2.6404472447000003
1963,1963,3.176221528,2.6277359915
1964,1964,3.1907121275,2.6071358121
1965,1965,3.2052105966000006,2.5867599613
1966,1966,3.2133141309,2.5730575733000003
1967,1967,3.2115887075000003,2.5695021095
1968,1968,3.1994204461000004,2.5767403495999996
1969,1969,3.1789952452000003,2.5926130842000004
1970,1970,3.1556794298999993,2.6117750264
1971,1971,3.1377952825,2.6259217633
1972,1972,3.1333212051999997,2.6270963312999998
1973,1973,3.1435878253,2.6140020931
1974,1974,3.1619601598999996,2.5933257377000007
1975,1975,3.179652804,2.4246799254999996
1976,1976,3.1902510751000004,2.4081415615000004
1977,1977,3.1906063655,2.4034725406
1978,1978,3.180533702,2.4109481151
1979,1979,3.1627958191000003,2.4278645709999997
1980,1980,3.1434677878999997,2.4481739616000002
1981,1981,3.1314150277,2.4630107610999996
1982,1982,3.1343185910999996,2.4646770295
1983,1983,3.152316076,2.4530115166
1984,1984,3.1778271531,2.4355653911
1985,1985,3.2018452865999993,2.4213017745
1986,1986,3.2180816295000003,2.4164417961
1987,1987,3.223590996,2.4238351015999995
1988,1988,3.2184259795,2.4433078278
1989,1989,3.205643063,2.471659819
1990,1990,3.1916087025,2.5023622722
1991,1991,3.1851670470999998,2.5263962665000004
1992,1992,3.193224945,2.5366778317000005
1993,1993,3.2148038639000003,2.5340144189
1994,1994,3.2419885231000003,2.5261540901
1995,1995,3.2662308872000003,2.5214719739
1996,1996,3.2818734732,2.5254450522000003
1997,1997,3.2864711114,2.5403386608
1998,1998,3.2803940964999994,2.5656154182999993
1999,1999,3.2668061315,2.5979678213
2000,2000,3.2518369310999997,2.6311500416999998
2001,2001,3.2435179403000003,2.6570482
2002,2002,3.2474798901,2.6699907191999994
2003,2003,3.2620986487999994,2.6716062443999995
2004,2004,3.2802563238,2.6690590824
2005,2005,3.294904377,2.6694782239999997
2006,2006,3.3017039241,2.6773061475999995
2007,2007,3.2990602430000004,2.6942515333
2008,2008,3.2876903898000003,2.7197077384
2009,2009,3.2705182141000004,2.7508412266
2010,2010,3.2526475999,2.7826120060000004
2011,2011,3.2402105761000004,2.8089322807
2012,2012,3.2368607173000004,2.8261851781
2013,2013,3.2407320277,2.8362694995999993
2014,2014,3.2466116827000002,2.8444183429
2015,2015,3.2499235863000004,2.8552045363000005
2016,2016,3.2481696090000005,2.8710966145
2017,2017,3.2407033032,2.8926926284
2018,2018,3.2283249913,2.9191391636999997
2019,2019,3.2130880183999997,2.9483411338999996
2020,2020,3.1980278747999993,2.9772458805
2021,2021,3.1861104748000004,3.0029024982
2022,2022,3.1783207797,3.0243739803
2023,2023,3.1731564168000004,3.0432393047
2024,2024,3.1685644095,3.061648923
2025,2025,3.1634033604000003,3.0808499962000004
2026,2026,3.1574610151000004,3.1011572354
2027,2027,3.1510490167999996,3.122346874
2028,2028,3.1446681313999996,3.1439794009
2029,2029,3.1387129008,3.1656848392
2030,2030,3.1330991432,3.1875299109000004
2031,2031,3.1270065854999998,3.2102767989000003
2032,2032,3.1195015124000003,3.2347665457000003
2033,2033,3.1108380497,3.2606255575
2034,2034,3.1025095851,3.1163499367000003
2035,2035,3.0962180553000005,3.1308907358
2036,2036,3.0931683977,3.1421837869999996
2037,2037,3.0938111050000003,3.1497791505999997
2038,2038,3.0976427778000004,3.1541655765999996
2039,2039,3.1028755954999996,3.1571092563999996
2040,2040,3.1062618262,3.1618372821000005
2041,2041,3.104184043,3.171949518
2042,2042,3.0955487132,3.1885208691000004
2043,2043,3.0831046823999997,3.2087780367999996
2044,2044,3.0710951754,3.2284466195
2045,2045,3.0628811510000005,3.2441283074999996
2046,2046,3.0602423286,3.2540058542000003
2047,2047,3.0633692123,3.2578585897999996
2048,2048,3.0707489788,3.2571809401999996
2049,2049,3.0788775087,3.2554706362
2050,2050,3.0826132919000004,3.2578716342000003
2051,2051,3.0777726884000005,3.2685743477000004
2052,2052,3.0649055465000004,3.2870364534
2053,2053,3.0488900821000002,3.3083871178999997
2054,2054,3.0350639123,3.3272964826
2055,2055,3.026990477,3.3402088429999996
2056,2056,3.0261959663999995,3.5097011963
2057,2057,3.0323389993000003,3.5000340669999996
2058,2058,3.0431262381,3.4858408282999997
2059,2059,3.0541548902999995,3.4716758156999994
2060,2060,3.0598362469,3.4632611023999997
2061,2061,3.0567706371,3.4641100492
2062,2062,3.0469186987000003,3.4723550084999997
2063,2063,3.0356719173,3.4826749129000003
2064,2064,3.0279581938,3.4901835634000005
2065,2065,3.0266717952000004,3.4919949431
2066,2066,3.0327116424,3.4871872503
2067,2067,3.0451840666,3.4766050128000003
2068,2068,3.0613268473,3.4629410309999997
2069,2069,3.0765236348,3.4507287548
2070,2070,3.0856664539,3.4449869936000006
2071,2071,3.0866202836,3.4477617516000003
2072,2072,3.0821543513,3.4561996902
2073,2073,3.0771749457000004,3.4653171234
2074,2074,3.0755762676000002,3.4711471106
2075,2075,3.0793815498000003,3.4715948943000003
2076,2076,3.0889415749999998,3.4662373728
2077,2077,3.1031005243,3.4561564211999998
2078,2078,3.11913612,3.4439987158
2079,2079,3.1329622133,3.4337741947
2080,2080,3.1407242610000004,3.4292633273999997
2081,2081,3.1417124791999997,3.4311075863999996
2082,2082,3.1389020581000002,3.4970375344
2083,2083,3.1361758580000005,3.5005077066000005
2084,2084,3.1362589620000003,3.5013187004999997
2085,2085,3.1404050995000006,3.4981519725999997
2086,2086,3.1486318622,3.4909191795999996
2087,2087,3.1598396569,3.4806424709999995
2088,2088,3.1717994473,3.4694698554
2089,2089,3.1814893492,3.4603468315
2090,2090,3.1865613582,3.4555615124
2091,2091,3.1872618143999993,3.4548292441
2092,2092,3.1860581625999997,3.4556649308000003
2093,2093,3.1855259309000004,3.4554888638
2094,2094,3.1872534244999997,3.4527141719000003
2095,2095,3.1918317185000005,3.4467475842999997
2096,2096,3.1990668708000003,3.4377721160000005
2097,2097,3.2080905305000003,3.4266353889000003
2098,2098,3.2174443203999994,3.4147694488
2099,2099,3.2254771957,3.4038013299000003
2100,2100,3.2313145383,3.39459104
2101,2101,3.2355153366,3.3865760191999996
2102,2102,3.2393080646,3.378532635
2103,2103,3.2435906002,3.3695715710000007
2104,2104,3.2487095773,3.3593535135
2105,2105,3.2546173434,3.3479291271
2106,2106,3.2610351639,3.3355752015
2107,2107,3.2675761674999997,3.3226732956
2108,2108,3.2738993227999997,3.3095606040000005
2109,2109,3.3063056503999997,3.2963257014
2110,2110,3.3055592377000003,3.2827829310000003
2111,2111,3.3049570927000005,3.2688799029
2112,2112,3.304333433,3.2549878486
2113,2113,3.3033133912999997,3.2416980659999997
2114,2114,3.3015746256000003,3.2295480525999998
2115,2115,3.2989796794999995,3.2188790411
2116,2116,3.2956681496,3.2097382708
2117,2117,3.2921916556,3.2017425448
2118,2118,3.2896371055000007,3.1939555750000004
2119,2119,3.2893833053,3.1851304212
2120,2120,3.292122313,3.17468286
