,z,density water,density H2
138,27.710843373493976,0.02345864672933862,0.0
139,27.91164658634538,0.019099798739843167,0.0
140,28.11244979919679,0.01037799180993983,0.0
141,28.313253012048193,0.005952687667429868,0.0
142,28.514056224899598,0.003748095967289961,0.0
143,28.714859437751002,0.0009485074236229432,0.0
144,28.91566265060241,0.0006255409556023155,0.0
145,29.116465863453815,0.00018572527461416656,0.0
146,29.31726907630522,8.317757697444269e-05,0.0
147,29.518072289156628,5.5831524270516324e-05,0.0
148,29.718875502008032,0.0,0.0
149,29.919678714859437,0.0,0.0
150,30.120481927710845,0.0,0.0
151,30.32128514056225,0.0,0.0
152,30.522088353413654,0.0,0.0
153,30.72289156626506,0.0,0.0
154,30.923694779116467,0.0,0.0
155,31.12449799196787,0.0,0.0
156,31.325301204819276,0.0,0.0
157,31.526104417670684,0.0,0.0
158,31.72690763052209,0.0,0.0
159,31.927710843373493,0.0,0.0
160,32.1285140562249,0.0,0.0
161,32.329317269076306,0.0,0.0
162,32.53012048192771,0.0,0.0
163,32.730923694779115,0.0,0.0
164,32.93172690763052,0.0,0.0
165,33.132530120481924,0.0,0.0
166,33.333333333333336,0.0,0.0
167,33.53413654618474,0.0,0.0
168,33.734939759036145,0.0,0.0
169,33.93574297188755,0.0,0.0
170,34.136546184738954,0.0,0.0
171,34.33734939759036,0.0,0.0
172,34.53815261044177,0.0,0.0
173,34.738955823293175,0.0,0.0
174,34.93975903614458,0.0,0.0
175,35.140562248995984,0.0,0.0
176,35.34136546184739,0.0,0.0
177,35.54216867469879,0.0,0.0
178,35.7429718875502,0.0,0.0
179,35.94377510040161,0.0,0.0
180,36.144578313253014,0.0,0.0
181,36.34538152610442,0.0,0.0
182,36.54618473895582,0.0,0.0
183,36.74698795180723,0.0,0.0
184,36.94779116465863,0.0,0.0
185,37.14859437751004,0.0,0.0
186,37.34939759036145,0.0,0.0
187,37.55020080321285,0.0,0.0
188,37.75100401606426,0.0,0.0
189,37.95180722891566,0.0,0.0
190,38.15261044176707,0.0,0.0
191,38.35341365461847,0.0,0.0
192,38.554216867469876,0.0,0.0
193,38.75502008032129,0.0,0.0
194,38.95582329317269,0.0,0.0
195,39.1566265060241,0.0,0.0
196,39.3574297188755,0.0,0.0
197,39.558232931726906,0.0,0.0
198,39.75903614457831,0.0,0.0
199,39.95983935742972,0.0,0.0
200,40.16064257028113,0.0,0.0
201,40.36144578313253,0.0,0.0
202,40.562248995983936,0.0,0.0
203,40.76305220883534,0.0,0.0
204,40.963855421686745,0.0,0.0
205,41.16465863453815,0.0,0.0
206,41.36546184738956,0.0,0.0
207,41.566265060240966,0.0,0.0
208,41.76706827309237,0.0,0.0
209,41.967871485943775,0.0,0.0
210,42.16867469879518,0.0,0.0
211,42.369477911646584,0.0,0.0
212,42.57028112449799,0.0,0.0
213,42.7710843373494,0.0,0.0
214,42.971887550200805,0.0,0.0
215,43.17269076305221,0.0,0.0
216,43.373493975903614,0.0,0.0
217,43.57429718875502,0.0,0.0
218,43.77510040160642,0.0,0.0
219,43.975903614457835,0.0,0.0
220,44.17670682730924,0.0,0.0
221,44.377510040160644,0.0,0.0
222,44.57831325301205,0.0,0.0
223,44.77911646586345,0.0,0.0
224,44.97991967871486,0.0,0.0
225,45.18072289156626,0.0,0.0
226,45.381526104417674,0.0,0.0
227,45.58232931726908,0.0,0.0
228,45.78313253012048,0.0,0.0
229,45.98393574297189,0.0,0.0
230,46.18473895582329,0.0,0.0
231,46.3855421686747,0.0,0.0
232,46.5863453815261,0.0,0.0
233,46.78714859437751,0.0,0.0
234,46.98795180722892,0.0,0.0
235,47.18875502008032,0.0,0.0
236,47.389558232931726,0.0,0.0
237,47.59036144578313,0.0,0.0
238,47.791164658634536,0.0,0.0
239,47.99196787148594,0.0,0.0
240,48.19277108433735,0.0,0.0
241,48.393574297188756,0.0,0.0
242,48.59437751004016,0.0,0.0
243,48.795180722891565,0.0,0.0
244,48.99598393574297,0.0,0.0
245,49.196787148594375,0.0,0.0
246,49.397590361445786,0.0,0.0
247,49.59839357429719,0.0,0.0
248,49.799196787148595,0.0,0.0
249,50.0,0.0,0.0
