# Step_number	  Lambda_X	St_error_X	  Lambda_Y	St_error_Y	Lambda_mean	St_error_mean	     Tau_X	St_error_X	     Tau_Y	St_error_Y	  Tau_mean	St_error_mean
26.0000000000   136919.9579618774   12006.9021267810   162947.3987269075   24873.7190793019   149933.6783443925   19530.3302521760   16.3825329724   0.5627838408   16.5309750604   0.9768251799   16.4567540164   0.7971552808
27.0000000000   141057.3845138302   12441.3372488404   167970.2071438531   25862.9766658990   154513.7958288416   20293.8467836955   16.8771389535   0.5860875330   17.0390281946   1.0291077738   16.9580835741   0.8374250433
28.0000000000   145137.5258070628   12873.7319784455   172943.0144274765   26855.8640255511   159040.2701172697   21059.0883897160   17.3648679247   0.6093333875   17.5419134075   1.0821979753   17.4533906661   0.8781912192
29.0000000000   149161.9100023392   13293.0341985133   177860.1046428857   27849.2745589393   163511.0073226125   21820.7109377998   17.8459742928   0.6316239695   18.0390654112   1.1358439027   17.9425198520   0.9189913520
30.0000000000   153132.8782790542   13694.4235293209   182722.1781450130   28843.8975807416   167927.5282120336   22577.7286661959   18.3207664704   0.6524063974   18.5305563101   1.1901209368   18.4256613903   0.9596931675
31.0000000000   157050.4667608138   14079.9819320947   187533.5315980180   29841.9651721718   172291.9991794159   23332.2606764243   18.7892368964   0.6718751121   19.0168235359   1.2452192514   18.9030302162   1.0004966643
32.0000000000   160918.0759945480   14453.8657844365   192298.8448175104   30845.4871868851   176608.4604060292   24086.9084349860   19.2517746809   0.6905767662   19.4983439444   1.3012885849   19.3750593127   1.0416929133
33.0000000000   164746.9152734643   14819.6879913600   197017.9550438517   31855.0881539223   180882.4351586580   24843.2062489468   19.7097052304   0.7088009164   19.9751035133   1.3583799268   19.8424043719   1.0834193013
34.0000000000   168548.6515348949   15173.7333312642   201683.7785703593   32871.5057158167   185116.2150526271   25600.5670956064   20.1644407595   0.7257340124   20.4463724333   1.4166258707   20.3054065964   1.1255040458
35.0000000000   172317.7254912042   15515.6368730181   206288.1344934798   33899.6059828353   189302.9299923420   26362.0776245618   20.6153058076   0.7410439963   20.9112741126   1.4765896764   20.7632899601   1.1682172908
36.0000000000   176040.6150925882   15845.0097921108   210834.0123202469   34944.8124581679   193437.3137064175   27131.2020840269   21.0606790913   0.7547909890   21.3700679031   1.5387907432   21.2153734972   1.2119377848
37.0000000000   179709.3176748429   16162.5335942709   215332.4057517338   36010.9868119901   197520.8617132884   27910.7386444650   21.4995969574   0.7671376015   21.8238462397   1.6035149845   21.6617215985   1.2569328552
38.0000000000   183326.6357887707   16474.3233332773   219796.6555613049   37098.2318045527   201561.6456750378   28702.6316939204   21.9323628547   0.7787641252   22.2739717569   1.6706499749   22.1031673058   1.3033696523
39.0000000000   186902.7161861193   16787.4954634762   224233.6228736870   38203.5877257324   205568.1695299032   29507.0679588295   22.3601619234   0.7905942019   22.7211666141   1.7398386491   22.5406642687   1.3513100527
40.0000000000   190449.9106220549   17107.8882310541   228642.8835599109   39321.1078407720   209546.3970909829   30321.8515393755   22.7844509498   0.8033957301   23.1654277975   1.8104953546   22.9749393737   1.4005959675
41.0000000000   193972.9530449005   17437.0022146252   233020.2055127787   40441.1704175864   213496.5792788396   31141.1087710209   23.2058003930   0.8176649772   23.6063888569   1.8817042634   23.4060946249   1.4507561735
42.0000000000   197465.6907063101   17772.9358694056   237359.1633080688   41555.2444069538   217412.4270071895   31958.6888587413   23.6234902514   0.8335303914   24.0434546899   1.9526749039   23.8334724706   1.5012848154
43.0000000000   200916.7650388748   18106.5597784440   241655.5033031809   42660.5059610549   221286.1341710279   32770.1562085350   24.0362094410   0.8501276165   24.4762210077   2.0231537878   24.2562152243   1.5517519475
44.0000000000   204321.3427809776   18426.9485725771   245908.9517161838   43761.2136477942   225115.1472485807   33575.2606365482   24.4434356753   0.8661662894   24.9046450566   2.0935481516   24.6740403659   1.6020592848
45.0000000000   207678.1302115141   18732.4073838152   250120.5159464319   44864.8647481480   228899.3230789730   34378.4756443827   24.8450141730   0.8811593818   25.3287870359   2.1645845881   25.0869006045   1.6525538259
46.0000000000   210983.3796283628   19025.3571525899   254289.6714041890   45974.0062493369   232636.5255162759   35182.1934037495   25.2404676785   0.8949411388   25.7485766748   2.2365274906   25.4945221767   1.7033753048
47.0000000000   214229.6533591605   19311.2396050041   258413.2845951716   47092.9470460436   236321.4689771660   35990.7601792693   25.6288609145   0.9077793718   26.1636546144   2.3098529675   25.8962577645   1.7549193884
48.0000000000   217413.0859015449   19594.5834615209   262485.2861233081   48226.7403965009   239949.1860124265   36808.7366687720   26.0097027326   0.9201524192   26.5733534285   2.3851332239   26.2915280806   1.8076975646
49.0000000000   220535.4280959743   19882.8089082784   266499.6057187917   49374.6062189147   243517.5169073830   37637.5997465035   26.3831726964   0.9332446578   26.9770476470   2.4623503946   26.6801101717   1.8620036328
50.0000000000   223606.1954624161   20179.7937140836   270457.5555099894   50531.1351735287   247031.8754862028   38474.7949719579   26.7504062624   0.9479153356   27.3748997771   2.5409524192   27.0626530198   1.9176786332
51.0000000000   226640.2952959222   20485.7973199693   274369.1247124845   51694.0873506469   250504.7100042034   39318.8667108500   27.1132001307   0.9643560709   27.7679362874   2.6206187257   27.4405682090   1.9745411033
52.0000000000   229652.6501984764   20796.2881609984   278245.6416886675   52863.4431677925   253949.1459435720   40168.5774258294   27.4733698677   0.9818828214   28.1573088985   2.7012366773   27.8153393831   2.0323352900
53.0000000000   232655.7704105728   21100.8823609025   282092.1240042341   54036.0540779224   257373.9472074034   41019.1563584674   27.8324698984   0.9990290769   28.5435559292   2.7824461601   28.1880129138   2.0904623568
54.0000000000   235650.0684287848   21392.0401697720   285906.9557223072   55203.1113376676   260778.5120755460   41862.8886006691   28.1905838943   1.0146725821   28.9265809019   2.8633900168   28.5585823981   2.1480878517
55.0000000000   238624.6116747905   21671.9163679969   289686.4372395841   56356.6754964814   264155.5244571873   42695.1216890007   28.5463799028   1.0289027012   29.3060682422   2.9433162105   28.9262240725   2.2047393365
56.0000000000   241566.0978334763   21945.5978701556   293424.7632531254   57496.2567165155   267495.4305433008   43516.8289417441   28.8982214849   1.0420391147   29.6814274713   3.0222307359   29.2898244781   2.2605004023
57.0000000000   244467.7652423925   22218.9917845006   297121.3717821593   58632.1529565133   270794.5685122759   44336.2885018338   29.2452588543   1.0546371684   30.0525247566   3.1011641736   29.6488918055   2.3161907077
58.0000000000   247331.3841869168   22495.2037629660   300777.3031909385   59779.6176354698   274054.3436889276   45164.3491981249   29.5876902995   1.0671353446   30.4193633508   3.1816239913   30.0035268252   2.3729210971
59.0000000000   250161.2322569487   22772.4423872891   304395.0319933005   60950.3571216472   277278.1321251246   46008.3153654789   29.9260470014   1.0795509457   30.7821262871   3.2647478007   30.3540866443   2.4314613349
60.0000000000   252957.4051985511   23047.4717248657   307980.8903326984   62146.4209716445   280469.1477656247   46868.7720795699   30.2603633230   1.0916779690   31.1414583338   3.3506749331   30.7009108284   2.4918650942
61.0000000000   255713.9502768725   23316.5368146949   311538.3733735355   63365.7696288954   283626.1618252040   47743.4898687416   30.5899470283   1.1031887932   31.4977371243   3.4391642288   31.0438420763   2.5539064300
62.0000000000   258429.4387515438   23573.7394850480   315068.7742504661   64603.1669417841   286749.1065010050   48627.6175244939   30.9146615353   1.1134874481   31.8511286441   3.5296824665   31.3828950897   2.6171083863
63.0000000000   261111.5747969461   23820.2503182561   318575.1037890526   65856.5928364953   289843.3392929994   49520.1733905299   31.2354300230   1.1227950129   32.2019507967   3.6220030333   31.7186904098   2.6813778747
64.0000000000   263772.5388901337   24062.1937640483   322063.3412495189   67116.4530957360   292917.9400698263   50416.3041331410   31.5536839228   1.1318127271   32.5508733304   3.7151253017   32.0522786266   2.7461933705
65.0000000000   266417.5096225776   24305.6974244191   325540.4620054243   68371.2180295603   295978.9858140009   51309.7962485386   31.8700102746   1.1411809587   32.8986812474   3.8078495029   32.3843457610   2.8108728019
66.0000000000   269039.8131437705   24552.2710747344   329007.9385485522   69615.5349703397   299023.8758461613   52197.3980392406   32.1835940574   1.1509490776   33.2455549644   3.8996399883   32.7145745109   2.8750544184
67.0000000000   271629.7490880720   24800.3663206177   332462.6631056908   70846.7471415402   302046.2060968814   53076.9241298616   32.4932750317   1.1608763540   33.5911843480   3.9902762667   33.0422296899   2.9385318268
68.0000000000   274181.0426168611   25049.1691181789   335899.0498071913   72064.2161184244   305040.0462120262   53947.7159770184   32.7983043851   1.1709223155   33.9349899002   4.0797684126   33.3666471426   3.0012971670
69.0000000000   276694.6246437260   25305.8601558034   339313.7748049590   73274.1133540932   308004.1997243426   54815.5189980610   33.0987588612   1.1820862208   34.2765866888   4.1687782894   33.6876727750   3.0639876190
70.0000000000   279176.9055469155   25582.7840840148   342708.7852872311   74486.5115894787   310942.8454170733   55689.8520839249   33.3953478153   1.1960563206   34.6161224626   4.2582810929   34.0057351389   3.1275796223
71.0000000000   281635.2359560775   25885.8344267848   346085.4211595338   75704.6146281520   313860.3285578056   56574.1332234438   33.6889269568   1.2136888355   34.9537399724   4.3485445955   34.3213334646   3.1924035372
72.0000000000   284077.7535777642   26209.6186345606   349439.7978954523   76928.0421171159   316758.7757366083   57466.8068233387   33.9805006487   1.2342056107   35.2890572798   4.4395347716   34.6347789643   3.2582765749
73.0000000000   286509.8696688791   26536.3094514220   352761.2837467792   78151.3142417762   319635.5767078291   58360.1046821306   34.2708122193   1.2552804434   35.6210219304   4.5307948501   34.9459170748   3.3244421311
74.0000000000   288930.4488700731   26845.8702118506   356040.8444559439   79363.5208766619   322485.6466630085   59242.1690747894   34.5598323470   1.2744054881   35.9487820280   4.6213168080   35.2543071875   3.3897402841
75.0000000000   291331.6745103747   27129.0131655814   359277.2593667331   80559.2360443657   325304.4669385539   60107.2951786641   34.8466719916   1.2904632113   36.2722486581   4.7105682856   35.5594603249   3.4536031093
76.0000000000   293702.9769422341   27389.9904362204   362472.6275176930   81741.7943122584   328087.8022299636   60958.7258457876   35.1300387175   1.3040408316   36.5916082118   4.7988707377   35.8608234646   3.5163676463
77.0000000000   296038.9194153855   27638.6741424210   365631.5277721044   82910.0777470477   330835.2235937449   61797.9663919956   35.4092266211   1.3164034949   36.9073291321   4.8860904272   36.1582778766   3.5781837449
78.0000000000   298341.2576641652   27885.8220907454   368760.4417709646   84058.5204460703   333550.8497175649   62623.6933327120   35.6843892120   1.3288935119   37.2201085660   4.9716288790   36.4522488890   3.6388907428
79.0000000000   300611.5111904131   28142.7841950607   371864.2887518673   85189.0565989385   336237.8999711402   63439.7023419361   35.9556486943   1.3429470824   37.5304352153   5.0556400751   36.7430419548   3.6988514052
80.0000000000   302850.3122905243   28413.6905466060   374944.6861357852   86309.8080626190   338897.4992131548   64252.3181616213   36.2230590410   1.3590915914   37.8384203085   5.1389140608   37.0307396747   3.7586944328
81.0000000000   305065.2501168693   28689.6156538185   378003.2852343332   87435.1366699031   341534.2676756012   65069.1830702079   36.4875784090   1.3761026656   38.1441350640   5.2228621618   37.3158567365   3.8191587888
82.0000000000   307262.3800139516   28956.3464531879   381042.0583551645   88578.8752970119   344152.2191845581   65896.4610157505   36.7500091955   1.3920909371   38.4476813968   5.3088579595   37.5988452962   3.8808433369
83.0000000000   309434.6646810156   29209.1132919714   384064.8950108460   89740.8140448365   346749.7798459308   66732.9978523861   37.0095324542   1.4065151793   38.7494523007   5.3968703761   37.8794923775   3.9436337816
84.0000000000   311572.5874968120   29453.2857984935   387067.7954307653   90913.4864391164   349320.1914637886   67574.9882014165   37.2649790480   1.4202196943   39.0490895926   5.4861982657   38.1570343203   4.0072057216
85.0000000000   313676.7382131952   29698.5618039722   390040.0276294274   92090.8017382640   351858.3829213113   68420.4660098885   37.5163696070   1.4345088124   39.3455394611   5.5763259289   38.4309545341   4.0714387137
86.0000000000   315753.5723552327   29953.7029801114   392974.8518266375   93271.8278437447   354364.2120909351   69270.6943502586   37.7644314612   1.4504071748   39.6381229371   5.6672076711   38.7012771992   4.1364794065
87.0000000000   317806.9789777325   30223.0765902466   395875.1467204830   94452.7731636939   356841.0628491078   70124.0355259597   38.0096068785   1.4683588754   39.9271648917   5.7584284789   38.9683858851   4.2021171053
88.0000000000   319832.4395648169   30501.5289392498   398755.0219912343   95627.7052062480   359293.7307780256   70975.3523085478   38.2513815155   1.4877398036   40.2141499987   5.8492788681   39.2327657571   4.2677530974
89.0000000000   321822.2525779498   30778.4789773465   401627.5172167869   96791.3502119018   361724.8848973684   71818.8006165586   38.4888893410   1.5073296256   40.5004445083   5.9391432336   39.4946669246   4.3327511439
90.0000000000   323771.1116908432   31050.4598760157   404496.7294370417   97944.4081015205   364133.9205639425   72654.1056543581   38.7215133878   1.5267925602   40.7864598811   6.0280742394   39.7539866344   4.3970885003
91.0000000000   325675.0566186882   31318.3862502132   407357.0963867050   99096.2254502444   366516.0765026966   73487.7650218157   38.9487735338   1.5463034461   41.0715612403   6.1170620918   40.0101673870   4.4614741388
92.0000000000   327537.2477023977   31585.1023691021   410197.2601023636   100255.4442094061   368867.2539023806   74326.2160522517   39.1710344154   1.5661998040   41.3545352505   6.2070311308   40.2627848329   4.5266001195
93.0000000000   329369.6590836928   31857.1975873894   413009.0985505937   101417.1576541582   371189.3788171432   75167.5491976769   39.3896998362   1.5872295946   41.6345958698   6.2975086850   40.5121478530   4.5922714110
94.0000000000   331184.3214009117   32138.9020348332   415788.9603994504   102565.2509822844   373486.6409001811   76001.7754169716   39.6061930808   1.6098511786   41.9114885422   6.3868758672   40.7588408115   4.6574566107
95.0000000000   332982.4162446108   32430.6855275551   418530.8665676670   103688.0544884873   375756.6414061389   76821.0973867032   39.8206530902   1.6341068495   42.1846816297   6.4740129448   41.0026673600   4.7213953872
96.0000000000   334763.5388053463   32727.1902829174   421231.8620888660   104783.1689975433   377997.7004471062   77622.7463086111   40.0330578379   1.6592849545   42.4538834981   6.5587282002   41.2434706680   4.7838343494
97.0000000000   336531.8784101954   33016.8323318358   423898.4712310059   105858.1571984352   380215.1748206007   78409.3765524162   40.2439698839   1.6838469854   42.7196948734   6.6417962129   41.4818323787   4.8450385759
98.0000000000   338287.2842816992   33287.2438080865   426538.5576910232   106922.8344832398   382412.9209863612   79185.0147890032   40.4534341008   1.7061797801   42.9828381835   6.7242131681   41.7181361422   4.9054098795
99.0000000000   340023.7971584051   33532.5002011219   429152.0742384724   107984.1036830371   384587.9356984388   79953.0963064194   40.6607643803   1.7255431989   43.2432584677   6.8066912810   41.9520114240   4.9653069153
100.0000000000   341738.8761944979   33754.2936840603   431731.7719044196   109042.0384497442   386735.3240494587   80714.0585381050   40.8656473029   1.7421810869   43.5002251479   6.8892391644   42.1829362254   5.0247791595
101.0000000000   343434.4181217640   33962.1938752055   434271.8946485846   110095.5631748540   388853.1563851743   81469.2078137664   41.0682636704   1.7573547665   43.7531703325   6.9717166388   42.4107170015   5.0839516455
102.0000000000   345107.7962288142   34166.9809010679   436776.1357296679   111145.2011438835   390941.9659792411   82221.1600538701   41.2682453058   1.7725255739   44.0024797389   7.0540693398   42.6353625224   5.1430409857
103.0000000000   346750.4162491562   34375.9069931457   439253.3868891724   112189.2558411520   393001.9015691643   82970.2721093310   41.4645255500   1.7887459460   44.2490773699   7.1360318978   42.8568014599   5.2020459103
104.0000000000   348354.4218783568   34594.9433189858   441708.9349668850   113228.2782907235   395031.6784226209   83718.1375447560   41.6561336647   1.8069093008   44.4934957478   7.2176400366   43.0748147062   5.2611428853
105.0000000000   349916.8068639899   34829.7557265240   444140.8056895325   114272.5771277618   397028.8062767612   84472.8766154841   41.8426776941   1.8277213881   44.7354537201   7.2999863963   43.2890657071   5.3212013145
106.0000000000   351440.7300264089   35083.5306761801   446542.8465354571   115330.2072742148   398991.7882809330   85240.5737739365   42.0245145917   1.8514286110   44.9742552751   7.3839971610   43.4993849334   5.3828989390
107.0000000000   352932.8843714430   35350.5254508612   448910.1342714424   116400.1907435986   400921.5093214427   86019.3700709268   42.2024745132   1.8771636954   45.2093937558   7.4696861653   43.7059341345   5.4460974536
108.0000000000   354400.1810014301   35617.0912179729   451244.3090241432   117478.7832444473   402822.2450127866   86803.9218567492   42.3774598072   1.9031667606   45.4410619095   7.5566819844   43.9092608584   5.5102398465
109.0000000000   355847.3310821934   35875.6515715569   453551.5239027179   118562.6044899911   404699.4274924556   87590.3920505377   42.5500753231   1.9284378561   45.6699215845   7.6445412207   44.1099984538   5.5748490132
110.0000000000   357280.8404773092   36130.7097493782   455837.1285881744   119648.6558733796   406558.9845327418   88377.6811171809   42.7210769872   1.9534551345   45.8965463225   7.7328860148   44.3088116549   5.6397479146
111.0000000000   358703.2509053317   36398.1694710772   458104.2231672344   120734.7134371035   408403.7370362830   89167.5326831038   42.8906879374   1.9802007610   46.1212772972   7.8214040488   44.5059826173   5.7050660096
112.0000000000   360111.0765716765   36688.0393573886   460353.1836646004   121820.0454531727   410232.1301181384   89961.4798291534   43.0584424565   2.0100344362   46.3441652752   7.9099572923   44.7013038658   5.7709471840
113.0000000000   361497.9662804996   36997.4599491372   462582.2222111365   122907.1408257440   412040.0942458181   90760.6118000735   43.2236027116   2.0428198951   46.5650126185   7.9987799224   44.8943076651   5.8375334419
114.0000000000   362856.3483822083   37321.7534055366   464785.1587350974   123997.5387843940   413820.7535586528   91565.0121548918   43.3852907757   2.0781394678   46.7831725320   8.0880978868   45.0842316539   5.9049128306
115.0000000000   364179.0537151686   37654.2224182250   466959.0419905993   125082.4843036476   415569.0478528839   92367.3869541988   43.5426813783   2.1151996174   46.9983943162   8.1771361331   45.2705378473   5.9724209815
116.0000000000   365459.4839443634   37988.5648458076   469107.8060115047   126150.6308664769   417283.6449779341   93158.7696544299   43.6950113663   2.1531732414   47.2111492152   8.2648188245   45.4530802907   6.0391797957
117.0000000000   366694.2677352254   38319.9769322497   471241.4891335959   127193.5195202157   418967.8784344107   93932.4545618490   43.8418994041   2.1914452251   47.4225168159   8.3502853980   45.6322081100   6.1044941806
118.0000000000   367882.6936353404   38644.8287619172   473370.9939747635   128215.0400749529   420626.8438050519   94690.3355455553   43.9832776679   2.2295375085   47.6335816729   8.4338892231   45.8084296704   6.1685219028
119.0000000000   369032.5050506629   38961.0558580841   475502.3300746796   129227.0440958052   422267.4175626712   95440.0146671089   44.1200806489   2.2670195162   47.8448751595   8.5167976586   45.9824779042   6.2319828243
120.0000000000   370156.8723008495   39271.0394314427   477637.9890711936   130235.4700365646   423897.4306860215   96185.9974052118   44.2538711346   2.3039686184   48.0566138210   8.5995790722   46.1552424778   6.2952772621
121.0000000000   371264.7053586235   39585.2582715339   479776.2880994861   131240.7982440933   425520.4967290548   96930.7479496853   44.3856650168   2.3416039530   48.2686256487   8.6822807262   46.3271453328   6.3586597519
122.0000000000   372361.4691130368   39912.2728215974   481912.5081662983   132243.4234100216   427136.9886396675   97676.2830911063   44.5160807197   2.3810351216   48.4804274271   8.7649735439   46.4982540734   6.4223862183
123.0000000000   373450.3058312010   40247.6893623369   484036.1271389746   133238.7852713880   428743.2164850878   98418.6222205996   44.6455269228   2.4218401807   48.6909758180   8.8472809568   46.6682513704   6.4861271260
124.0000000000   374531.4757337295   40576.8911155856   486133.1738609650   134218.5041838495   430332.3247973473   99149.1073029811   44.7741172417   2.4623510260   48.8989080615   8.9283842810   46.8365126516   6.5490158972
125.0000000000   375598.1516819112   40886.8975856522   488191.1566689597   135183.2299204374   431894.6541754354   99865.5196899847   44.9010954748   2.5009848036   49.1029548499   9.0082793691   47.0020251624   6.6107496617
126.0000000000   376638.4688406636   41171.5701640835   490202.7824003141   136135.3830203387   433420.6256204888   100568.2372816348   45.0250542675   2.5368503134   49.3023567668   9.0871958862   47.1637055172   6.6713094137
127.0000000000   377641.8692815626   41436.6662835607   492169.8780500467   137071.9571347251   434905.8736658046   101256.4041071948   45.1446843377   2.5705317943   49.4973169032   9.1648585749   47.3210006205   6.7306116513
128.0000000000   378604.4984588420   41692.5703980021   494101.9007078321   137990.2704173692   436353.1995833371   101930.3319828083   45.2594658354   2.6032564402   49.6888199181   9.2409406084   47.4741428768   6.7886643540
129.0000000000   379528.6660453448   41945.8584848819   496008.7165344809   138897.1454794491   437768.6912899129   102595.9844886070   45.3696475969   2.6358902862   49.8778279237   9.3160462641   47.6237377603   6.8460439523
130.0000000000   380423.3991337670   42194.1797270771   497897.2303166111   139797.4272809254   439160.3147251890   103256.1607779568   45.4763257186   2.6680932838   50.0650100246   9.3906575564   47.7706678716   6.9030127884
131.0000000000   381296.2718856630   42434.1895129727   499771.4529316972   140695.4171401006   440533.8624086801   103913.0907149090   45.5804198915   2.6993055662   50.2507377520   9.4653054856   47.9155788218   6.9598225005
132.0000000000   382146.5097169541   42670.4282412890   501633.3097587260   141596.6601918105   441889.9097378401   104571.4579217724   45.6818172088   2.7301349650   50.4351604638   9.5406781887   48.0584888363   7.0170569767
133.0000000000   382969.8814919835   42916.7863052266   503482.8760551054   142506.2044017754   443226.3787735444   105237.5143182532   45.7799454899   2.7623658608   50.6182517586   9.6172892870   48.1990986243   7.0754122982
134.0000000000   383774.8862613132   43184.5268755535   505318.0441150200   143425.3067400097   444546.4651881666   105914.4040603810   45.8757666103   2.7972362210   50.7997953168   9.6951733555   48.3377809635   7.1351565108
135.0000000000   384573.8959152368   43476.6894224758   507135.6110682871   144350.8980884659   445854.7534917620   106600.6667476454   45.9707411875   2.8348474375   50.9794922364   9.7739309561   48.4751167119   7.1960435771
136.0000000000   385372.9958641226   43788.0339982027   508933.2025094107   145281.9973514100   447153.0991867667   107294.5727328342   46.0656192966   2.8744107251   51.1571103489   9.8534083315   48.6113648228   7.2578196713
137.0000000000   386168.5051821166   44108.5527882571   510707.3678171039   146220.9493136202   448437.9364996102   107995.6722448885   46.1600105518   2.9147815096   51.3322792523   9.9338697374   48.7461449021   7.3204412165
138.0000000000   386953.2311075949   44430.7016194894   512454.8731287192   147170.4885594078   449704.0521181570   108704.2776279178   46.2531021697   2.9553201297   51.5046489093   10.0156006226   48.8788755395   7.3839749763
139.0000000000   387724.1801213839   44748.2183384346   514177.3524183636   148125.2178550133   450950.7662698737   109415.4541393933   46.3445981337   2.9957994521   51.6744266066   10.0979915937   49.0095123702   7.4479610829
140.0000000000   388481.6210416253   45057.2425262128   515878.7900417346   149072.5510289287   452180.2055416800   110119.8905156069   46.4345717093   3.0360809254   51.8421097541   10.1797032182   49.1383407317   7.5114627403
141.0000000000   389229.0835603208   45354.9400170192   517562.6656684899   150003.0704364426   453395.8746144053   110810.6306369289   46.5234600331   3.0757801197   52.0081165408   10.2598277526   49.2657882870   7.5737866638
