,z,free_energy_gauss,free_energy_gauss_surf,free_energy_probability,free_energy_probability_surf
0,0.0,-0.8887141458442566,21.542299069403235,0.027263773803972307,inf
1,0.1252408477842004,-0.4636357910375923,20.592296850398636,0.06485529734013448,inf
2,0.2504816955684008,-0.11999641393891051,18.091453829284305,0.13205513617736092,20.918383007916642
3,0.37572254335260113,0.16082312139652188,15.124250818065347,0.23637986414637496,20.225235827356695
4,0.5009633911368016,0.40719066052892683,12.680312036081352,0.38424855670586916,18.97247285886133
5,0.626204238921002,0.6469441604173473,10.055414316039855,0.5788820452885748,17.517185626254488
6,0.7514450867052023,0.9034226607788605,8.075031513334284,0.81949227641695,17.39202248330048
7,0.8766859344894027,1.1898099416889931,6.822622056262313,1.1034814999404432,17.484395803431497
8,1.001926782273603,1.5057412485256876,6.45564928087366,1.425737660337476,18.000612275832363
9,1.1271676300578035,1.8453443910965937,7.330287263037939,1.7822297413207824,18.838941466236808
10,1.252408477842004,2.2017867744962776,7.524049004418884,2.168689746275217,20.002092276042486
11,1.3776493256262043,2.5698411199224185,7.521003856778389,2.580736949392596,20.918383007916642
12,1.5028901734104045,2.944841219590547,7.595753993976233,3.0137760016873574,20.51291789980848
13,1.628131021194605,3.322747411899174,7.603256591207882,3.4627425020844083,20.51291789980848
14,1.7533718689788054,3.700054933008275,7.830200414374327,3.9251539466535865,20.918383007916642
15,1.8786127167630058,4.072691235465338,8.112895218424374,4.397730039044028,20.918383007916642
16,2.003853564547206,4.436515190032559,8.533997153116426,4.8760892321869145,19.53208864679675
17,2.1290944123314066,4.786536224762015,8.979466541798732,5.356553262021862,10.387367379578384
18,2.254335260115607,5.1158563818532725,8.381990157242655,5.8422854548489935,8.109265695095369
19,2.3795761078998074,5.414996112825315,6.522055233465958,6.32754177790953,7.380580429457064
20,2.504816955684008,5.671989437818046,5.548430290773238,6.794888977553345,7.282921790186711
21,2.6300578034682083,5.887846551160385,5.316941776198933,7.240088336280735,7.423014355235382
22,2.7552986512524087,6.065990754227592,6.054348084293244,7.661691555323637,7.662609120193762
23,2.880539499036609,6.213092911564006,6.213092911564006,8.066827542450646,8.066827542450646
24,3.005780346820809,6.347870384181461,6.347870384181461,8.44948658812516,8.44948658812516
25,3.1310211946050095,6.487097347921552,6.487097347921552,8.804661424700674,8.804661424700674
26,3.25626204238921,6.640473713971457,6.640473713971457,9.139480581365579,9.139480581365579
27,3.3815028901734103,6.808828474297286,6.808828474297286,9.462186637192502,9.462186637192502
28,3.5067437379576107,6.981112168510454,6.981112168510454,9.75472428124279,9.75472428124279
29,3.631984585741811,7.1422986458960125,7.1422986458960125,9.98020854252866,9.98020854252866
30,3.7572254335260116,7.280220041352724,7.280220041352724,10.158195504919997,10.158195504919997
31,3.882466281310212,7.389457940822507,7.389457940822507,10.353845420932807,10.353845420932807
32,4.007707129094412,7.468089127895579,7.468089127895579,10.455008275703733,10.455008275703733
33,4.132947976878612,7.515204361854675,7.515204361854675,10.423324294060704,10.423324294060704
34,4.258188824662813,7.533011276477664,7.533011276477664,10.29950989089935,10.29950989089935
35,4.383429672447013,7.528824719565593,7.528824719565593,10.16830856195615,10.16830856195615
36,4.508670520231214,7.5039348458866675,7.5039348458866675,10.03157243938204,10.03157243938204
37,4.633911368015414,7.4675750849505915,7.4675750849505915,9.858926624353058,9.858926624353058
38,4.759152215799615,7.41898268577859,7.41898268577859,9.640426995396615,9.640426995396615
39,4.884393063583815,7.358090318744928,7.358090318744928,9.408447006944483,9.408447006944483
40,5.009633911368016,7.27395103115286,7.27395103115286,9.162052646033942,9.162052646033942
41,5.134874759152216,7.146313912759914,7.146313912759914,8.910118215251423,8.910118215251423
42,5.2601156069364166,6.965296975606034,6.965296975606034,8.689045597954573,8.689045597954573
43,5.3853564547206165,6.752282751868715,6.752282751868715,8.510059552326812,8.510059552326812
44,5.510597302504817,6.558366205066821,6.558366205066821,8.39350578373122,8.39350578373122
45,5.635838150289017,6.434714033730397,6.434714033730397,8.34831850248488,8.34831850248488
46,5.761078998073218,6.398627945414051,6.398627945414051,8.384396069296862,8.384396069296862
47,5.886319845857418,6.438862742857534,6.438862742857534,8.464281046405244,8.464281046405244
48,6.011560693641618,6.520673063260087,6.520673063260087,8.574112686316415,8.574112686316415
49,6.136801541425819,6.618191671414399,6.618191671414399,8.6684992397642,8.6684992397642
50,6.262042389210019,6.715679065681478,6.715679065681478,8.775836063266347,8.775836063266347
51,6.38728323699422,6.809657583497128,6.809657583497128,8.882209399181866,8.882209399181866
52,6.51252408477842,6.893860114836302,6.893860114836302,8.993682385142227,8.993682385142227
53,6.637764932562621,6.96954078076787,6.96954078076787,9.100516516771245,9.100516516771245
54,6.763005780346821,7.03336938450874,7.03336938450874,9.190463105650826,9.190463105650826
55,6.8882466281310215,7.08006948943164,7.08006948943164,9.262591726922567,9.262591726922567
56,7.0134874759152215,7.11358659117074,7.11358659117074,9.314406420062472,9.314406420062472
57,7.138728323699422,7.132388682685242,7.132388682685242,9.335068979224486,9.335068979224486
58,7.263969171483622,7.138321686428751,7.138321686428751,9.316394106205655,9.316394106205655
59,7.389210019267823,7.12959028538105,7.12959028538105,9.280284105927745,9.280284105927745
60,7.514450867052023,7.107216212937052,7.107216212937052,9.248167510333543,9.248167510333543
61,7.639691714836224,7.069376824041732,7.069376824041732,9.182506010066563,9.182506010066563
62,7.764932562620424,7.013132676551905,7.013132676551905,9.089887967007742,9.089887967007742
63,7.890173410404625,6.938563982380469,6.938563982380469,8.967202612015258,8.967202612015258
64,8.015414258188825,6.854959276904409,6.854959276904409,8.85917597619709,8.85917597619709
65,8.140655105973025,6.769634722826099,6.769634722826099,8.751552875777373,8.751552875777373
66,8.265895953757225,6.69043848657386,6.69043848657386,8.644520881350111,8.644520881350111
67,8.391136801541426,6.630063969682611,6.630063969682611,8.566987821876326,8.566987821876326
68,8.516377649325626,6.594955973547754,6.594955973547754,8.524588828415073,8.524588828415073
69,8.641618497109826,6.580093818680458,6.580093818680458,8.493182864630569,8.493182864630569
70,8.766859344894026,6.584538668444429,6.584538668444429,8.520156055909165,8.520156055909165
71,8.892100192678228,6.6015414508978925,6.6015414508978925,8.61552173057657,8.61552173057657
72,9.017341040462428,6.630039079337347,6.630039079337347,8.721393993932011,8.721393993932011
73,9.142581888246628,6.664214533639607,6.664214533639607,8.812387636752046,8.812387636752046
74,9.267822736030828,6.697662303012927,6.697662303012927,8.851408650029153,8.851408650029153
75,9.39306358381503,6.729239818205443,6.729239818205443,8.853511089315898,8.853511089315898
76,9.51830443159923,6.757426326001444,6.757426326001444,8.821388892412708,8.821388892412708
77,9.64354527938343,6.781116845106308,6.781116845106308,8.781365735826625,8.781365735826625
78,9.76878612716763,6.802287252500844,6.802287252500844,8.769396719999,8.769396719999
79,9.894026974951831,6.821019492570393,6.821019492570393,8.760888923945311,8.760888923945311
80,10.019267822736031,6.83675161546355,6.83675161546355,8.761264289964394,8.761264289964394
81,10.144508670520231,6.84663710034009,6.84663710034009,8.78350565742862,8.78350565742862
82,10.269749518304431,6.851097774982214,6.851097774982214,8.81592518043918,8.81592518043918
83,10.394990366088631,6.850845862925679,6.850845862925679,8.855041082223716,8.855041082223716
84,10.520231213872833,6.8447085725993935,6.8447085725993935,8.8299346606423,8.8299346606423
85,10.645472061657033,6.833521315331268,6.833521315331268,8.765753334096607,8.765753334096607
86,10.770712909441233,6.818603019221708,6.818603019221708,8.736354622702606,8.736354622702606
87,10.895953757225433,6.799568128725597,6.799568128725597,8.730357231927766,8.730357231927766
88,11.021194605009635,6.780246306981432,6.780246306981432,8.728394013654697,8.728394013654697
89,11.146435452793835,6.758742088952671,6.758742088952671,8.73556363632188,8.73556363632188
90,11.271676300578035,6.736615852887156,6.736615852887156,8.756892019756902,8.756892019756902
91,11.396917148362235,6.716991420855358,6.716991420855358,8.784373119726252,8.784373119726252
92,11.522157996146436,6.7046343138766575,6.7046343138766575,8.797198540413628,8.797198540413628
93,11.647398843930636,6.698893003599813,6.698893003599813,8.798069796111484,8.798069796111484
94,11.772639691714836,6.698986931622948,6.698986931622948,8.812431847982259,8.812431847982259
95,11.897880539499036,6.705690918616131,6.705690918616131,8.813172676804527,8.813172676804527
96,12.023121387283236,6.717201840591477,6.717201840591477,8.803149054210484,8.803149054210484
97,12.148362235067438,6.732679076478723,6.732679076478723,8.796610871646001,8.796610871646001
98,12.273603082851638,6.749255595573436,6.749255595573436,8.772453225267377,8.772453225267377
99,12.398843930635838,6.763653716392672,6.763653716392672,8.750300433090894,8.750300433090894
100,12.524084778420038,6.774641088033135,6.774641088033135,8.748209597759356,8.748209597759356
101,12.64932562620424,6.782335530372682,6.782335530372682,8.768714061095542,8.768714061095542
102,12.77456647398844,6.790518772227389,6.790518772227389,8.774446438374492,8.774446438374492
103,12.89980732177264,6.7962949020327175,6.7962949020327175,8.81498559774984,8.81498559774984
104,13.02504816955684,6.797212099634525,6.797212099634525,8.87224146672343,8.87224146672343
105,13.150289017341041,6.7953234042879505,6.7953234042879505,8.900732489878703,8.900732489878703
106,13.275529865125241,6.791276121852332,6.791276121852332,8.8725084576928,8.8725084576928
107,13.400770712909441,6.787109751243987,6.787109751243987,8.889701095695731,8.889701095695731
108,13.526011560693641,6.7807270021179376,6.7807270021179376,8.91354260437525,8.91354260437525
109,13.651252408477843,6.771116482679264,6.771116482679264,8.903107737661466,8.903107737661466
110,13.776493256262043,6.761403322511574,6.761403322511574,8.906283536400897,8.906283536400897
111,13.901734104046243,6.755918701014243,6.755918701014243,8.93408297886143,8.93408297886143
112,14.026974951830443,6.755632493304507,6.755632493304507,8.943734982297626,8.943734982297626
113,14.152215799614643,6.758146090744185,6.758146090744185,8.96033591922476,8.96033591922476
114,14.277456647398845,6.761577754217255,6.761577754217255,8.982142693575454,8.982142693575454
115,14.402697495183045,6.763986946618585,6.763986946618585,9.0135505994371,9.0135505994371
116,14.527938342967245,6.766684820728056,6.766684820728056,9.030317630684362,9.030317630684362
117,14.653179190751445,6.772149846506241,6.772149846506241,8.999206077431626,8.999206077431626
118,14.778420038535646,6.776956600543923,6.776956600543923,8.962622792834912,8.962622792834912
119,14.903660886319846,6.776716652813718,6.776716652813718,8.921643468427273,8.921643468427273
120,15.028901734104046,6.774746907694465,6.774746907694465,8.88087399493486,8.88087399493486
121,15.154142581888246,6.769265602684193,6.769265602684193,8.83090529003798,8.83090529003798
122,15.279383429672448,6.759993402158827,6.759993402158827,8.825006048080006,8.825006048080006
123,15.404624277456648,6.7545788624729575,6.7545788624729575,8.84532760149628,8.84532760149628
124,15.529865125240848,6.753150506268489,6.753150506268489,8.889253409331346,8.889253409331346
125,15.655105973025048,6.754730249866695,6.754730249866695,8.88467168738617,8.88467168738617
126,15.78034682080925,6.755366089271301,6.755366089271301,8.853732807633762,8.853732807633762
127,15.90558766859345,6.757446284277399,6.757446284277399,8.816546510382585,8.816546510382585
128,16.03082851637765,6.760087835401118,6.760087835401118,8.776099830800757,8.776099830800757
129,16.15606936416185,6.765022444306995,6.765022444306995,8.755669426714986,8.755669426714986
130,16.28131021194605,6.76697530685788,6.76697530685788,8.711768009486395,8.711768009486395
131,16.40655105973025,6.7667145104024025,6.7667145104024025,8.675756664096163,8.675756664096163
132,16.53179190751445,6.763393160004981,6.763393160004981,8.676605437765692,8.676605437765692
133,16.65703275529865,6.754016151885328,6.754016151885328,8.643916003305673,8.643916003305673
134,16.782273603082853,6.742582425417872,6.742582425417872,8.591881939964242,8.591881939964242
135,16.90751445086705,6.728798030912245,6.728798030912245,8.52735477769187,8.52735477769187
136,17.032755298651253,6.7156260037249496,6.7156260037249496,8.45214273953983,8.45214273953983
137,17.157996146435455,6.703341020609057,6.703341020609057,8.383004816684334,8.383004816684334
138,17.283236994219653,6.692172869985914,6.692172869985914,8.329153919064998,8.329153919064998
139,17.408477842003855,6.682180442035584,6.682180442035584,8.318275329413222,8.318275329413222
140,17.533718689788053,6.6721282359551655,6.6721282359551655,8.341897467711382,8.341897467711382
141,17.658959537572255,6.664104079491749,6.664104079491749,8.346022768364678,8.346022768364678
142,17.784200385356456,6.658216888287843,6.658216888287843,8.348313290772076,8.348313290772076
143,17.909441233140655,6.650839845440557,6.650839845440557,8.35456948675483,8.35456948675483
144,18.034682080924856,6.641679265889516,6.641679265889516,8.362199414410382,8.362199414410382
145,18.159922928709054,6.632364558489207,6.632364558489207,8.380265770476337,8.380265770476337
146,18.285163776493256,6.624416699758569,6.624416699758569,8.3897595811063,8.3897595811063
147,18.410404624277458,6.620592921166467,6.620592921166467,8.393116904932933,8.393116904932933
148,18.535645472061656,6.620184926034973,6.620184926034973,8.365467091341038,8.365467091341038
149,18.660886319845858,6.6231058232862825,6.6231058232862825,8.333047213693062,8.333047213693062
150,18.78612716763006,6.62809363688657,6.62809363688657,8.31609456423738,8.31609456423738
151,18.911368015414258,6.630140125612572,6.630140125612572,8.323862564174913,8.323862564174913
152,19.03660886319846,6.63368513939419,6.63368513939419,8.346657342259213,8.346657342259213
153,19.161849710982658,6.642747374124724,6.642747374124724,8.376120308432181,8.376120308432181
154,19.28709055876686,6.6525108077696755,6.6525108077696755,8.421878324557873,8.421878324557873
155,19.41233140655106,6.658770766918709,6.658770766918709,8.454307518177151,8.454307518177151
156,19.53757225433526,6.660174859614358,6.660174859614358,8.448990785144797,8.448990785144797
157,19.66281310211946,6.6585091151066615,6.6585091151066615,8.404919417033314,8.404919417033314
158,19.788053949903663,6.654390737811304,6.654390737811304,8.338053883402743,8.338053883402743
159,19.91329479768786,6.645726836206784,6.645726836206784,8.254279686240883,8.254279686240883
