2.10778 173.88
2.30778 -36.2293
2.40778 -100.93
2.50778 -146.027
2.60778 -175.858
2.70778 -193.958
2.80778 -203.164
2.90778 -205.753
3.00778 -203.524
3.10778 -197.875
3.20778 -189.887
3.30778 -180.395
3.40778 -170.027
3.60778 -148.386
4.10778 -99.2311
4.60778 -63.368
5.10778 -39.6118
5.60778 -24.996
6.10778 -16.5784
6.60778 -11.7332
7.10778 -8.75675
7.60778 -6.7883
8.10778 -5.41046
8.60778 -4.40956
9.10778 -3.657
9.60778 -3.08057
10.1078 -2.62609
10.6078 -2.26539
11.1078 -1.97133
16.1078 -0.757556
21.1078 -0.667171
26.1078 -0.790273
31.1078 -0.715727
36.1078 -0.672387
41.1078 -1.37359
