2.31066 533.645
2.51066 106.356
2.61066 -12.1652
2.71066 -89.8585
2.81066 -138.325
2.91066 -166.154
3.01066 -179.654
3.11066 -183.426
3.21066 -180.789
3.31066 -174.094
3.41066 -164.99
3.51066 -154.611
3.61066 -143.721
3.81066 -122.251
4.31066 -78.5334
4.81066 -50.199
5.31066 -32.4001
5.81066 -21.3422
6.31066 -14.6729
6.81066 -10.6153
7.31066 -8.01099
7.81066 -6.24847
8.31066 -5.00338
8.81066 -4.09122
9.31066 -3.40433
9.81066 -2.87341
10.3107 -2.45628
10.8107 -2.12161
11.3107 -1.85088
16.3107 -0.737206
21.3107 -0.685314
26.3107 -0.795237
31.3107 -0.699525
36.3107 -0.689532
41.3107 -1.50215
