,z,density
0,0.0,0.0
1,0.12524461839530332,0.0
2,0.25048923679060664,0.0
3,0.37573385518590996,0.0
4,0.5009784735812133,0.0
5,0.6262230919765166,0.0
6,0.7514677103718199,0.0
7,0.8767123287671232,0.0
8,1.0019569471624266,0.0
9,1.1272015655577299,0.0
10,1.2524461839530332,0.0
11,1.3776908023483365,0.0
12,1.5029354207436398,1.2676132615557404e-05
13,1.6281800391389432,0.0002565649241388818
14,1.7534246575342465,0.002005364179781181
15,1.8786692759295498,0.007674637730763075
16,2.003913894324853,0.019688322798731575
17,2.1291585127201564,0.03891610771555238
18,2.2544031311154598,0.06986918230297555
19,2.379647749510763,0.16655692920365478
20,2.5048923679060664,0.43692063547007937
21,2.6301369863013697,1.016068475170374
22,2.755381604696673,1.8761571269368278
23,2.8806262230919764,2.8010844423049632
24,3.0058708414872797,3.27555050350018
25,3.131115459882583,3.292031365046581
26,3.2563600782778863,2.801916307672814
27,3.3816046966731896,2.2277662251084642
28,3.506849315068493,1.7020355539238459
29,3.6320939334637963,1.2976069707123172
30,3.7573385518590996,0.9401288933614282
31,3.882583170254403,0.7432880596936029
32,4.007827788649706,0.6163300104226751
33,4.1330724070450096,0.543786501664999
34,4.258317025440313,0.4965509287972429
35,4.383561643835616,0.44877955169929507
36,4.5088062622309195,0.4299603812131072
37,4.634050880626223,0.43967211500473613
38,4.759295499021526,0.46029847393091616
39,4.8845401174168295,0.5110827067842169
40,5.009784735812133,0.5911498960262558
41,5.135029354207436,0.6961158022973855
42,5.260273972602739,0.9150316882164232
43,5.385518590998043,1.1917818953879125
44,5.510763209393346,1.5619244919041946
45,5.636007827788649,1.7987195107614775
46,5.761252446183953,1.9394389399228107
47,5.886497064579256,1.9372499697086187
48,6.011741682974559,1.7792376975555
49,6.136986301369863,1.623264771376182
50,6.262230919765166,1.453991330353316
51,6.387475538160469,1.2804814260109372
52,6.512720156555773,1.1345902020466843
53,6.637964774951076,1.0119111340573546
54,6.763209393346379,0.9516773119476034
55,6.888454011741683,0.9555749238317286
56,7.013698630136986,0.9294663824200087
57,7.138943248532289,0.9218935170320341
58,7.2641878669275926,0.8853554872078483
59,7.389432485322896,0.8683302649411356
60,7.514677103718199,0.844210333282423
61,7.6399217221135025,0.884802310337907
62,7.765166340508806,0.9088305998958756
63,7.890410958904109,0.9651971448110801
64,8.015655577299412,1.0478580542883724
65,8.140900195694716,1.1171549225841177
66,8.266144814090019,1.1435604612558299
67,8.391389432485322,1.204824136343316
68,8.516634050880626,1.228506782674525
69,8.641878669275929,1.2736242712677177
70,8.767123287671232,1.2366953683671407
71,8.892367906066536,1.2680993560300673
72,9.017612524461839,1.2845289180726074
73,9.142857142857142,1.265656385092277
74,9.268101761252446,1.2146013539293903
75,9.393346379647749,1.2033318514078863
76,9.518590998043052,1.2173208655654457
77,9.643835616438356,1.209837036528129
78,9.769080234833659,1.1673308759220182
79,9.894324853228962,1.0911359386529522
80,10.019569471624266,1.059449449692513
81,10.144814090019569,1.025052658004551
82,10.270058708414872,0.9896177303916278
83,10.395303326810176,1.0109935899043214
84,10.520547945205479,1.003137874021562
85,10.645792563600782,0.97595397976073
86,10.771037181996086,0.98596537350443
87,10.896281800391389,1.004937646018536
88,11.021526418786692,1.039979987365685
89,11.146771037181995,1.0693697778982945
90,11.272015655577299,1.123246560044847
91,11.397260273972602,1.1378781155939943
92,11.522504892367905,1.1567381551389855
93,11.647749510763209,1.1682391985909906
94,11.772994129158512,1.1970827168223692
95,11.898238747553815,1.2123944665047675
96,12.023483365949119,1.238910408959537
97,12.148727984344422,1.231096041514723
98,12.273972602739725,1.1935970066119976
99,12.399217221135029,1.1711686523354246
100,12.524461839530332,1.133667620740604
101,12.649706457925635,1.1653270765403854
102,12.774951076320939,1.1467673790441253
103,12.900195694716242,1.1384769427386323
104,13.025440313111545,1.1256638552748162
105,13.150684931506849,1.0980501197956611
106,13.275929549902152,1.0671099396520265
107,13.401174168297455,1.033087478687392
108,13.526418786692759,1.0452618393700994
109,13.651663405088062,1.0728637340335365
110,13.776908023483365,1.0867797735065043
111,13.902152641878669,1.0585423475540239
112,14.027397260273972,1.0470757516936104
113,14.152641878669275,1.0825066637894127
114,14.277886497064578,1.1124156726375205
115,14.403131115459882,1.117174685781512
116,14.528375733855185,1.1345869044413281
117,14.653620352250488,1.118032996378917
118,14.778864970645792,1.1005099697082588
119,14.904109589041095,1.1180766012690722
120,15.029354207436398,1.1493479799851425
121,15.154598825831702,1.1532760020120167
122,15.279843444227005,1.1805521167472945
123,15.405088062622308,1.1891782513504887
124,15.530332681017612,1.1898195790526809
125,15.655577299412915,1.1994731434801964
126,15.780821917808218,1.175052593915962
127,15.906066536203522,1.1425467149142503
128,16.031311154598825,1.1124743014611393
129,16.15655577299413,1.0725864191857442
130,16.28180039138943,1.0710184143781776
131,16.407045009784735,1.044913545825581
132,16.532289628180038,1.0113244820362812
133,16.65753424657534,1.0272830018077452
134,16.782778864970645,1.057961030977531
135,16.908023483365948,1.0712197170985538
136,17.03326810176125,1.0837391634593938
137,17.158512720156555,1.081140417338767
138,17.283757338551858,1.0751870822193144
139,17.40900195694716,1.1000461917666098
140,17.534246575342465,1.1368563251396238
141,17.659491193737768,1.1580021857834097
142,17.78473581213307,1.2164188005800038
143,17.909980430528375,1.2279303416806906
144,18.035225048923678,1.2261595339425133
145,18.16046966731898,1.1790141198667772
146,18.285714285714285,1.150083341351766
147,18.410958904109588,1.1092870050182777
148,18.53620352250489,1.0836945386435843
149,18.661448140900195,1.05134437677607
