2.18103 248.783
2.38103 15.8615
2.48103 -54.7908
2.58103 -103.566
2.68103 -135.538
2.78103 -154.802
2.88103 -164.626
2.98103 -167.588
3.08103 -165.691
3.18103 -160.472
3.28103 -153.101
3.38103 -144.449
3.48103 -135.151
3.68103 -116.293
4.18103 -76.1155
4.68103 -48.8454
5.18103 -31.4044
5.68103 -20.6853
6.18103 -14.3265
6.68103 -10.458
7.18103 -7.93387
7.68103 -6.20491
8.18103 -4.97206
8.68103 -4.06948
9.18103 -3.38751
9.68103 -2.862
10.181 -2.4475
10.681 -2.11571
11.181 -1.84625
16.181 -0.7366
21.181 -0.684857
26.181 -0.794894
31.181 -0.699111
36.181 -0.689476
41.181 -1.5094
