2.39504 936.324
2.59504 338.936
2.79504 41.7574
2.89504 -40.8937
2.99504 -95.0621
3.09504 -128.851
3.19504 -148.08
3.29504 -157.147
3.39504 -159.185
3.49504 -156.43
3.59504 -150.66
3.69504 -143.091
4.19504 -99.0138
4.69504 -64.4248
5.19504 -41.135
5.69504 -26.3799
6.19504 -17.5473
6.69504 -12.3858
7.19504 -9.33568
7.69504 -7.29398
8.19504 -5.93981
8.69504 -4.90581
9.19504 -4.24793
9.69504 -3.67337
10.195 -3.27954
10.695 -2.92627
11.195 -2.6741
16.195 -1.52792
21.195 -1.37721
26.195 -1.5059
31.195 -1.43713
36.195 -1.33081
41.195 -1.51882
