2.28381 926.156
2.48381 356.619
2.68381 52.3026
2.78381 -36.1935
2.88381 -95.8053
2.98381 -133.961
3.08381 -156.434
3.18381 -167.61
3.28381 -170.902
3.38381 -168.771
3.48381 -163.215
3.58381 -155.295
4.08381 -108.558
4.58381 -71.2789
5.08381 -45.8951
5.58381 -29.3011
6.08381 -19.0689
6.58381 -13.0118
7.08381 -9.36413
7.58381 -7.02078
8.08381 -5.47229
8.58381 -4.34512
9.08381 -3.52159
9.58381 -2.90749
10.0838 -1.97505
10.5838 -2.07206
11.0838 -1.77832
16.0838 -0.567349
21.0838 -0.392214
26.0838 -0.516587
31.0838 -0.4796
36.0838 -0.395977
41.0838 -0.560166
