2.39602 932.843
2.59602 336.2
2.79602 39.8303
2.89602 -42.3621
2.99602 -96.1835
3.09602 -129.624
3.19602 -148.57
3.29602 -157.346
3.39602 -159.142
3.49602 -156.232
3.59602 -150.306
3.69602 -142.528
4.19602 -98.1598
4.69602 -63.4631
5.19602 -40.2246
5.69602 -25.4558
6.19602 -16.6834
6.69602 -11.5544
7.19602 -8.44105
7.69602 -6.40753
8.19602 -5.0266
8.69602 -4.0374
9.19602 -3.31692
9.69602 -2.75534
10.196 -2.32676
10.696 -1.98892
11.196 -1.71302
16.196 -0.563937
21.196 -0.425544
26.196 -0.524948
31.196 -0.524729
36.196 -0.454381
41.196 -0.603192
