2.32936 776.055
2.52936 270.109
2.72936 6.53071
2.82936 -68.1931
2.92936 -117.332
3.02936 -147.654
3.12936 -164.357
3.22936 -171.392
3.32936 -171.768
3.42936 -167.618
3.52936 -160.654
3.62936 -151.993
4.12936 -104.853
4.62936 -68.6219
5.12936 -44.153
5.62936 -28.2629
6.12936 -18.4971
6.62936 -12.7109
7.12936 -9.20095
7.62936 -6.94411
8.12936 -5.38525
8.62936 -4.30611
9.12936 -3.5096
9.62936 -2.85833
10.1294 -2.44244
10.6294 -2.0846
11.1294 -1.79287
16.1294 -0.579436
21.1294 -0.410624
26.1294 -0.521883
31.1294 -0.528317
36.1294 -0.468151
41.1294 -0.590572
