2.60216 44.2518
2.80216 -28.2245
3.00216 -60.3751
3.10216 -67.4986
3.20216 -70.807
3.30216 -71.4168
3.40216 -70.1569
3.50216 -67.6359
3.60216 -64.2989
4.10216 -43.9589
6.10216 -6.43823
8.10216 -2.12205
10.1022 -1.01371
12.1022 -0.579398
