2.39334 961.206
2.59334 350.13
2.79334 45.5014
2.89334 -39.3367
2.99334 -95.1529
3.09334 -130.046
3.19334 -150.04
3.29334 -159.561
3.39334 -161.88
3.49334 -159.272
3.59334 -153.546
3.69334 -145.855
4.19334 -101.302
4.69334 -66.0729
5.19334 -42.2847
5.69334 -27.0551
6.19334 -17.9146
6.69334 -12.5793
7.19334 -9.30093
7.69334 -7.10187
8.19334 -5.48708
8.69334 -4.53859
9.19334 -3.75181
9.69334 -3.16724
10.1933 -2.6338
10.6933 -2.28142
11.1933 -1.98281
16.1933 -0.72953
21.1933 -0.645496
26.1933 -0.752201
31.1933 -0.696775
36.1933 -0.686937
41.1933 -1.39603
